,created,text,entities,geo,,,X,Y
2316,2020-08-07 18:28:28,b'Well my last chance to have SUPER fun is cancelled!!! \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad #IhadWorkedMyNervesUp #WillingToRiskIt #BirthdayBehavior\xe2\x80\xa6 https://t.co/OYJD3si8Qz',"{'hashtags': [{'text': 'IhadWorkedMyNervesUp', 'indices': [58, 79]}, {'text': 'WillingToRiskIt', 'indices': [80, 96]}, {'text': 'BirthdayBehavior', 'indices': [97, 114]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/OYJD3si8Qz', 'expanded_url': 'https://twitter.com/i/web/status/1291803410153353221', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [28.13333333, -81.63166667]}","28.13333333, -81.63166667]}","28.13333333, -81.63166667",28.13333333, -81.63166667
54,2020-08-09 14:21:34,"b'When you have to come down to COVID-ville USA better boost up #immunesupport #maskup @ Spring Hill, Florida https://t.co/XFP4g0eiHz'","{'hashtags': [{'text': 'immunesupport', 'indices': [62, 76]}, {'text': 'maskup', 'indices': [77, 84]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/XFP4g0eiHz', 'expanded_url': 'https://www.instagram.com/p/CDq_YCCDVFbKify79pyyfg3TY-LCLrBLSZPSt00/?igshid=97inyrus3zod', 'display_url': 'instagram.com/p/CDq_YCCDVFbK…', 'indices': [108, 131]}]}","{'type': 'Point', 'coordinates': [28.4812, -82.5436]}","28.4812, -82.5436]}","28.4812, -82.5436",28.4812, -82.5436
7989,2020-08-04 11:00:19,"b'Rise, #Grind &amp; #MaskUp \xf0\x9f\x98\xb7.\n.\n.\n.\n#HarlemWorldPalm #HarlemBorn #BronxRaised #NYC \xf0\x9f\x97\xbd\xf0\x9f\x97\xbd\xf0\x9f\x97\xbd @ Winter Park, Florida https://t.co/dDnCzsnGmh'","{'hashtags': [{'text': 'Grind', 'indices': [6, 12]}, {'text': 'MaskUp', 'indices': [19, 26]}, {'text': 'HarlemWorldPalm', 'indices': [36, 52]}, {'text': 'HarlemBorn', 'indices': [53, 64]}, {'text': 'BronxRaised', 'indices': [65, 77]}, {'text': 'NYC', 'indices': [78, 82]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/dDnCzsnGmh', 'expanded_url': 'https://www.instagram.com/p/CDdwXYKjOVs/?igshid=115j0qsly98md', 'display_url': 'instagram.com/p/CDdwXYKjOVs/…', 'indices': [110, 133]}]}","{'type': 'Point', 'coordinates': [28.5978, -81.3517]}","28.5978, -81.3517]}","28.5978, -81.3517",28.5978, -81.3517
1449,2020-08-08 06:40:14,b'STAY SAFE..!! \xe2\x98\xba\xef\xb8\x8f\n.\n.\n#staysafe #stayhealthy #staypositive #maskup #wearmask #fightcovid19 #spreadlove #bepositive\xe2\x80\xa6 https://t.co/ff18EPhnm7',"{'hashtags': [{'text': 'staysafe', 'indices': [21, 30]}, {'text': 'stayhealthy', 'indices': [31, 43]}, {'text': 'staypositive', 'indices': [44, 57]}, {'text': 'maskup', 'indices': [58, 65]}, {'text': 'wearmask', 'indices': [66, 75]}, {'text': 'fightcovid19', 'indices': [76, 89]}, {'text': 'spreadlove', 'indices': [90, 101]}, {'text': 'bepositive', 'indices': [102, 113]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ff18EPhnm7', 'expanded_url': 'https://twitter.com/i/web/status/1291987567726878720', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}","{'type': 'Point', 'coordinates': [28.631747, 77.219672]}","28.631747, 77.219672]}","28.631747, 77.219672",28.631747, 77.219672
2029,2020-08-07 21:12:31,b'Henry thinks you should wear your mask. @amythillin \n\n#MaskUp #HenryHillin @ Mount Dora Christian Academy https://t.co/IKMgL8WAIA',"{'hashtags': [{'text': 'MaskUp', 'indices': [54, 61]}, {'text': 'HenryHillin', 'indices': [62, 74]}], 'symbols': [], 'user_mentions': [{'screen_name': 'amythillin', 'name': 'Amy Hillin', 'id': 4766369714, 'id_str': '4766369714', 'indices': [40, 51]}], 'urls': [{'url': 'https://t.co/IKMgL8WAIA', 'expanded_url': 'https://www.instagram.com/p/CDmkz67BLccoePpGcFylfZYHTM0dGXMX6Na4d40/?igshid=114tpbrg5d30o', 'display_url': 'instagram.com/p/CDmkz67BLcco…', 'indices': [106, 129]}]}","{'type': 'Point', 'coordinates': [28.80815775, -81.64727328]}","28.80815775, -81.64727328]}","28.80815775, -81.64727328",28.80815775, -81.64727328
5541,2020-08-05 20:15:31,"b'My ""kiss me"" mask. \n\n#Maskup #NewNormal #Work #KissMe @ Galveston College https://t.co/RfsDdUw8w7'","{'hashtags': [{'text': 'Maskup', 'indices': [21, 28]}, {'text': 'NewNormal', 'indices': [29, 39]}, {'text': 'Work', 'indices': [40, 45]}, {'text': 'KissMe', 'indices': [46, 53]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/RfsDdUw8w7', 'expanded_url': 'https://www.instagram.com/p/CDhUswfA8V8/?igshid=9wem11lau4fe', 'display_url': 'instagram.com/p/CDhUswfA8V8/…', 'indices': [74, 97]}]}","{'type': 'Point', 'coordinates': [29.28427, -94.80837]}","29.28427, -94.80837]}","29.28427, -94.80837",29.28427, -94.80837
13063,2020-07-31 17:58:39,"b'Now Boo has a mask, too \xf0\x9f\xa4\xa3 check out my basic sewing skills that I learned when I was 12 with a Little House on the\xe2\x80\xa6 https://t.co/6M46I4jtVL'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6M46I4jtVL', 'expanded_url': 'https://twitter.com/i/web/status/1289259192788774913', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [29.3707, -100.896]}","29.3707, -100.896]}","29.3707, -100.896",29.3707, -100.896
7684,2020-08-04 14:54:03,"b'#Super #ThankYou #loving my #masks made by: ccxjessica  Please contact Her for your mask Needs, Check Out her Websi\xe2\x80\xa6 https://t.co/hFc8QN24Qj'","{'hashtags': [{'text': 'Super', 'indices': [0, 6]}, {'text': 'ThankYou', 'indices': [7, 16]}, {'text': 'loving', 'indices': [17, 24]}, {'text': 'masks', 'indices': [28, 34]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/hFc8QN24Qj', 'expanded_url': 'https://twitter.com/i/web/status/1290662286860918793', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [29.55713123, -95.39201458]}","29.55713123, -95.39201458]}","29.55713123, -95.39201458",29.55713123, -95.39201458
9634,2020-08-03 12:44:53,"b""I don't think I will ever like wearing these things but here we go! #maskup @ Pearland, Texas https://t.co/HjBXSC80Qn""","{'hashtags': [{'text': 'maskup', 'indices': [68, 75]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/HjBXSC80Qn', 'expanded_url': 'https://www.instagram.com/p/CDbXiq6HATrF2LQTWzHaA4GHJ4JN4noWgHYBMI0/?igshid=rtiu4byqobkj', 'display_url': 'instagram.com/p/CDbXiq6HATrF…', 'indices': [94, 117]}]}","{'type': 'Point', 'coordinates': [29.5605, -95.2812]}","29.5605, -95.2812]}","29.5605, -95.2812",29.5605, -95.2812
648,2020-08-08 21:28:17,b'#maskup #palatka #covid19 @ Palatka City Docks https://t.co/XXbtZ13Byn',"{'hashtags': [{'text': 'maskup', 'indices': [0, 7]}, {'text': 'palatka', 'indices': [8, 16]}, {'text': 'covid19', 'indices': [17, 25]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/XXbtZ13Byn', 'expanded_url': 'https://www.instagram.com/p/CDpLaaNldB_/?igshid=1b71rop0pl6dz', 'display_url': 'instagram.com/p/CDpLaaNldB_/…', 'indices': [47, 70]}]}","{'type': 'Point', 'coordinates': [29.64424071, -81.63083996]}","29.64424071, -81.63083996]}","29.64424071, -81.63083996",29.64424071, -81.63083996
10184,2020-08-02 21:59:29,"b""This Saturday it's going to be \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\nCome on out as we prepare to serve the community in a great way! 11430 MLK BLV\xe2\x80\xa6 https://t.co/ejtBZZpg3T""","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ejtBZZpg3T', 'expanded_url': 'https://twitter.com/i/web/status/1290044575491543041', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [29.6713158, -95.3791764]}","29.6713158, -95.3791764]}","29.6713158, -95.3791764",29.6713158, -95.3791764
1592,2020-08-08 03:04:07,b'#maskup \xf0\x9f\x98\xb7 has prompted an extra focus on the eye area so naturally I\xe2\x80\x99m receiving questions about easy eye makeup te\xe2\x80\xa6 https://t.co/JLwIyEZTSI',"{'hashtags': [{'text': 'maskup', 'indices': [0, 7]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/JLwIyEZTSI', 'expanded_url': 'https://twitter.com/i/web/status/1291933180564398081', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [29.73589287, -95.46413183]}","29.73589287, -95.46413183]}","29.73589287, -95.46413183",29.73589287, -95.46413183
7466,2020-08-04 17:03:38,b'As long as you are all masked up... Why not come get a @champburgerhou to go???  #yummy #MaskUp @ Champ Burger https://t.co/vZspYRPiOt',"{'hashtags': [{'text': 'yummy', 'indices': [81, 87]}, {'text': 'MaskUp', 'indices': [88, 95]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ChampBurgerHou', 'name': 'ChampBurger', 'id': 605137064, 'id_str': '605137064', 'indices': [55, 70]}], 'urls': [{'url': 'https://t.co/vZspYRPiOt', 'expanded_url': 'https://www.instagram.com/p/CDeZ8VZpqQk/?igshid=11oiw33kcvxlz', 'display_url': 'instagram.com/p/CDeZ8VZpqQk/…', 'indices': [111, 134]}]}","{'type': 'Point', 'coordinates': [29.74973485, -95.34039941]}","29.74973485, -95.34039941]}","29.74973485, -95.34039941",29.74973485, -95.34039941
782,2020-08-08 19:32:03,b'ReStock \xf0\x9f\xa7\xa2 \xf0\x9f\x93\xb2 TAG SOMEONE YOUVE BEEN HUNGOVER WITH \xf0\x9f\xa4\xad\n#HtownMaskUp #MaskUp #AintBooshi #mostlikeyhungover #CoronaVirus\xe2\x80\xa6 https://t.co/5FTNFVuZXZ',"{'hashtags': [{'text': 'HtownMaskUp', 'indices': [51, 63]}, {'text': 'MaskUp', 'indices': [64, 71]}, {'text': 'AintBooshi', 'indices': [72, 83]}, {'text': 'mostlikeyhungover', 'indices': [84, 102]}, {'text': 'CoronaVirus', 'indices': [103, 115]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5FTNFVuZXZ', 'expanded_url': 'https://twitter.com/i/web/status/1292181800492597250', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [29.7602, -95.3694]}","29.7602, -95.3694]}","29.7602, -95.3694",29.7602, -95.3694
783,2020-08-08 19:27:05,b'Sunday Sweats. AVAILABLE AUG 15th. \nTAG SOMEONE YPUVE BEEN HUNGOVER WITH #HtownMaskUp #MaskUp #AintBooshi\xe2\x80\xa6 https://t.co/djsfPmpVZs',"{'hashtags': [{'text': 'HtownMaskUp', 'indices': [73, 85]}, {'text': 'MaskUp', 'indices': [86, 93]}, {'text': 'AintBooshi', 'indices': [94, 105]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/djsfPmpVZs', 'expanded_url': 'https://twitter.com/i/web/status/1292180549302398976', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]}","{'type': 'Point', 'coordinates': [29.7602, -95.3694]}","29.7602, -95.3694]}","29.7602, -95.3694",29.7602, -95.3694
799,2020-08-08 19:13:48,b'TAG A FRIENDS YPUVE BEEN HUNGOVER WITH \xf0\x9f\x98\xb7 #HtownMaskUp #MaskUp #AintBooshi #mostlikeyhungover #CoronaVirus\xe2\x80\xa6 https://t.co/hhaVoA8G1j',"{'hashtags': [{'text': 'HtownMaskUp', 'indices': [41, 53]}, {'text': 'MaskUp', 'indices': [54, 61]}, {'text': 'AintBooshi', 'indices': [62, 73]}, {'text': 'mostlikeyhungover', 'indices': [74, 92]}, {'text': 'CoronaVirus', 'indices': [93, 105]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/hhaVoA8G1j', 'expanded_url': 'https://twitter.com/i/web/status/1292177208677720066', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]}","{'type': 'Point', 'coordinates': [29.7602, -95.3694]}","29.7602, -95.3694]}","29.7602, -95.3694",29.7602, -95.3694
6077,2020-08-05 14:44:36,b'#WantHeDoItWednesday \nBe well and be safe!\n#MaskUp\n#bettertogether\n#humpday \n#dontworrybehappy \n#DigItHTown @ Houst\xe2\x80\xa6 https://t.co/L7qGNaHQOe',"{'hashtags': [{'text': 'WantHeDoItWednesday', 'indices': [0, 20]}, {'text': 'MaskUp', 'indices': [43, 50]}, {'text': 'bettertogether', 'indices': [51, 66]}, {'text': 'humpday', 'indices': [67, 75]}, {'text': 'dontworrybehappy', 'indices': [77, 94]}, {'text': 'DigItHTown', 'indices': [96, 107]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/L7qGNaHQOe', 'expanded_url': 'https://twitter.com/i/web/status/1291022298145849345', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [29.7602, -95.3694]}","29.7602, -95.3694]}","29.7602, -95.3694",29.7602, -95.3694
1713,2020-08-08 00:55:27,"b""Much as I love post-apocalyptic fiction, I don't want it in my real world. #maskup #indiebookstore #KatyTx\xe2\x80\xa6 https://t.co/kWgztFWV5N""","{'hashtags': [{'text': 'maskup', 'indices': [75, 82]}, {'text': 'indiebookstore', 'indices': [83, 98]}, {'text': 'KatyTx', 'indices': [99, 106]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kWgztFWV5N', 'expanded_url': 'https://twitter.com/i/web/status/1291900801003053057', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]}","{'type': 'Point', 'coordinates': [29.78773, -95.82333]}","29.78773, -95.82333]}","29.78773, -95.82333",29.78773, -95.82333
2856,2020-08-07 12:26:43,b'Look all the cool kids are wearing their \xf0\x9f\x98\xb7 #maskup #friendsforever kimmielol75 andylebouef katienguasco tourismtact\xe2\x80\xa6 https://t.co/Ka7z8NRyXr',"{'hashtags': [{'text': 'maskup', 'indices': [43, 50]}, {'text': 'friendsforever', 'indices': [51, 66]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Ka7z8NRyXr', 'expanded_url': 'https://twitter.com/i/web/status/1291712372676141057', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [29.948479, -90.070864]}","29.948479, -90.070864]}","29.948479, -90.070864",29.948479, -90.070864
5845,2020-08-05 17:02:58,b'Congratulations to @YayaLouisianaT1 @YayaLouisianaT1 on her new walking tour #thenandnow check her out #maskup @ Ne\xe2\x80\xa6 https://t.co/ooF06UJxNO',"{'hashtags': [{'text': 'thenandnow', 'indices': [77, 88]}, {'text': 'maskup', 'indices': [103, 110]}], 'symbols': [], 'user_mentions': [{'screen_name': 'YayaLouisianaT1', 'name': 'YayaLouisianaTours&Travel', 'id': 1046119371326795777, 'id_str': '1046119371326795777', 'indices': [19, 35]}, {'screen_name': 'YayaLouisianaT1', 'name': 'YayaLouisianaTours&Travel', 'id': 1046119371326795777, 'id_str': '1046119371326795777', 'indices': [36, 52]}], 'urls': [{'url': 'https://t.co/ooF06UJxNO', 'expanded_url': 'https://twitter.com/i/web/status/1291057119211528192', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [29.948479, -90.070864]}","29.948479, -90.070864]}","29.948479, -90.070864",29.948479, -90.070864
8795,2020-08-03 20:50:10,b'Adventures in mask making. Thanks for y\xe2\x80\x99all\xe2\x80\x99s patience while I play catch up. #sewingsaveslives #maskup #covid19\xe2\x80\xa6 https://t.co/0ns9T4PeGB',"{'hashtags': [{'text': 'sewingsaveslives', 'indices': [78, 95]}, {'text': 'maskup', 'indices': [96, 103]}, {'text': 'covid19', 'indices': [104, 112]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/0ns9T4PeGB', 'expanded_url': 'https://twitter.com/i/web/status/1290389519989170176', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}","{'type': 'Point', 'coordinates': [29.948479, -90.070864]}","29.948479, -90.070864]}","29.948479, -90.070864",29.948479, -90.070864
11097,2020-08-02 02:30:23,b'Enjoying a night out with susansaia and bybar69  @BistroBywater #coolinarynola  #maskup #supportsmallbusiness  Mask\xe2\x80\xa6 https://t.co/wiQslANxCN',"{'hashtags': [{'text': 'coolinarynola', 'indices': [64, 78]}, {'text': 'maskup', 'indices': [80, 87]}, {'text': 'supportsmallbusiness', 'indices': [88, 109]}], 'symbols': [], 'user_mentions': [{'screen_name': 'BistroBywater', 'name': 'BywaterAmericanBistro', 'id': 969224478717894656, 'id_str': '969224478717894656', 'indices': [49, 63]}], 'urls': [{'url': 'https://t.co/wiQslANxCN', 'expanded_url': 'https://twitter.com/i/web/status/1289750363160092672', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [29.948479, -90.070864]}","29.948479, -90.070864]}","29.948479, -90.070864",29.948479, -90.070864
7402,2020-08-04 17:49:55,"b""I'm actually out of the house today... lol #maskup #houston #quarantinelife #htown #skyladawn @ Creamistry https://t.co/DpxRaAsS5T""","{'hashtags': [{'text': 'maskup', 'indices': [43, 50]}, {'text': 'houston', 'indices': [51, 59]}, {'text': 'quarantinelife', 'indices': [60, 75]}, {'text': 'htown', 'indices': [76, 82]}, {'text': 'skyladawn', 'indices': [83, 93]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DpxRaAsS5T', 'expanded_url': 'https://www.instagram.com/p/CDefPhBHRss/?igshid=1akvhchfzwtdg', 'display_url': 'instagram.com/p/CDefPhBHRss/…', 'indices': [107, 130]}]}","{'type': 'Point', 'coordinates': [29.99537174, -95.57322264]}","29.99537174, -95.57322264]}","29.99537174, -95.57322264",29.99537174, -95.57322264
973,2020-08-08 16:56:53,b'Order your @leroyslemonade #LipSmackn mask TODAY!! Stay safe and mask up. \xf0\x9f\x98\xb7\n.\nWe do ship. \xf0\x9f\x93\xa6 \xf0\x9f\x8d\x8b\n.\xe2\x80\xa6 https://t.co/x0dQExnlNu',"{'hashtags': [{'text': 'LipSmackn', 'indices': [27, 37]}], 'symbols': [], 'user_mentions': [{'screen_name': 'LeroysLemonade', 'name': ""Leroy's Lemonade"", 'id': 733043522115264512, 'id_str': '733043522115264512', 'indices': [11, 26]}], 'urls': [{'url': 'https://t.co/x0dQExnlNu', 'expanded_url': 'https://twitter.com/i/web/status/1292142751090343936', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [97, 120]}]}","{'type': 'Point', 'coordinates': [30.4581, -91.1402]}","30.4581, -91.1402]}","30.4581, -91.1402",30.4581, -91.1402
730,2020-08-08 20:10:11,"b""Even the Hutto @heb hippo knows it's time to wear a mask! #wearamask #mask #maskup @ H-E-B plus! https://t.co/puEb4cjUxw""","{'hashtags': [{'text': 'wearamask', 'indices': [58, 68]}, {'text': 'mask', 'indices': [69, 74]}, {'text': 'maskup', 'indices': [75, 82]}], 'symbols': [], 'user_mentions': [{'screen_name': 'HEB', 'name': 'H-E-B', 'id': 23967651, 'id_str': '23967651', 'indices': [15, 19]}], 'urls': [{'url': 'https://t.co/puEb4cjUxw', 'expanded_url': 'https://www.instagram.com/p/CDpCeKHpKtu/?igshid=1kuuvkyf5wxfp', 'display_url': 'instagram.com/p/CDpCeKHpKtu/…', 'indices': [97, 120]}]}","{'type': 'Point', 'coordinates': [30.50259086, -97.58312766]}","30.50259086, -97.58312766]}","30.50259086, -97.58312766",30.50259086, -97.58312766
2196,2020-08-07 19:27:02,b'#fresh #chlorinated  #maskup #soon #covid19 #pandemic2020 @ Historic Bisbee https://t.co/EYFq1bUQ4X',"{'hashtags': [{'text': 'fresh', 'indices': [0, 6]}, {'text': 'chlorinated', 'indices': [7, 19]}, {'text': 'maskup', 'indices': [21, 28]}, {'text': 'soon', 'indices': [29, 34]}, {'text': 'covid19', 'indices': [35, 43]}, {'text': 'pandemic2020', 'indices': [44, 57]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EYFq1bUQ4X', 'expanded_url': 'https://www.instagram.com/p/CDmYvcHjFwl/?igshid=1ry17bbl9zdhz', 'display_url': 'instagram.com/p/CDmYvcHjFwl/…', 'indices': [76, 99]}]}","{'type': 'Point', 'coordinates': [31.44187878, -109.9150107]}","31.44187878, -109.9150107]}","31.44187878, -109.9150107",31.44187878, -109.9150107
6948,2020-08-04 22:48:29,"b'In accordance with the county mandate we will be requiring masks to enter. This is for the safety of everyone, we a\xe2\x80\xa6 https://t.co/P1thE3bnxC'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/P1thE3bnxC', 'expanded_url': 'https://twitter.com/i/web/status/1290781681142636556', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [32.14693212, -81.25006557]}","32.14693212, -81.25006557]}","32.14693212, -81.25006557",32.14693212, -81.25006557
3570,2020-08-06 22:39:39,"b'Road trips and #unexpected smiley faces \xe2\x98\xba\xef\xb8\x8f\xf0\x9f\x98\xb7\n\nAlso... #cookies \xf0\x9f\x8d\xaa\xf0\x9f\x98\x8b\n\n...Oh, and #charleston \xf0\x9f\x98\x8e\n\n:::\n:::\n:::\xe2\x80\xa6 https://t.co/yn3EUwV7qe'","{'hashtags': [{'text': 'unexpected', 'indices': [15, 26]}, {'text': 'cookies', 'indices': [53, 61]}, {'text': 'charleston', 'indices': [77, 88]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/yn3EUwV7qe', 'expanded_url': 'https://twitter.com/i/web/status/1291504236161835008', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [105, 128]}]}","{'type': 'Point', 'coordinates': [32.65664122, -79.93581067]}","32.65664122, -79.93581067]}","32.65664122, -79.93581067",32.65664122, -79.93581067
3216,2020-08-07 03:52:23,b'It was a #beautifulday for a walk in our neck of the woods \xf0\x9f\x98\x8d\n\n#SunnySanDiego #GorgeousWeather #itsthetaylorcrewkids\xe2\x80\xa6 https://t.co/3P5DWRTJt1',"{'hashtags': [{'text': 'beautifulday', 'indices': [9, 22]}, {'text': 'SunnySanDiego', 'indices': [62, 76]}, {'text': 'GorgeousWeather', 'indices': [77, 93]}, {'text': 'itsthetaylorcrewkids', 'indices': [94, 115]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/3P5DWRTJt1', 'expanded_url': 'https://twitter.com/i/web/status/1291582938514169856', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [32.7155, -117.1585]}","32.7155, -117.1585]}","32.7155, -117.1585",32.7155, -117.1585
7280,2020-08-04 19:07:13,"b'#Calgary #YYC #tartan in da house... ok, actually da #office \xf0\x9f\x98\xac #mask #masksfordays #partofthegrowingcollection\xe2\x80\xa6 https://t.co/Ztty8Kg5xi'","{'hashtags': [{'text': 'Calgary', 'indices': [0, 8]}, {'text': 'YYC', 'indices': [9, 13]}, {'text': 'tartan', 'indices': [14, 21]}, {'text': 'office', 'indices': [53, 60]}, {'text': 'mask', 'indices': [63, 68]}, {'text': 'masksfordays', 'indices': [69, 82]}, {'text': 'partofthegrowingcollection', 'indices': [83, 110]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Ztty8Kg5xi', 'expanded_url': 'https://twitter.com/i/web/status/1290725997763940352', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]}","{'type': 'Point', 'coordinates': [32.7774, -96.7977]}","32.7774, -96.7977]}","32.7774, -96.7977",32.7774, -96.7977
13314,2020-07-31 16:01:25,b'\xf0\x9f\x8e\xb6 This is Halloween \xf0\x9f\x8e\xb6 \n-$15\n\xf0\x9f\x8e\x83 \nDM to order your custom mask\n\xf0\x9f\x8e\x83\n\xf0\x9f\x8e\x83\n\xf0\x9f\x8e\x83\n#mspattycakemakes #mspattycake #mspattycakemask\xe2\x80\xa6 https://t.co/ygwpMwmrNI',"{'hashtags': [{'text': 'mspattycakemakes', 'indices': [66, 83]}, {'text': 'mspattycake', 'indices': [84, 96]}, {'text': 'mspattycakemask', 'indices': [97, 113]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ygwpMwmrNI', 'expanded_url': 'https://twitter.com/i/web/status/1289229689634951168', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}","{'type': 'Point', 'coordinates': [32.7774, -96.7977]}","32.7774, -96.7977]}","32.7774, -96.7977",32.7774, -96.7977
2569,2020-08-07 15:14:31,b'Do it! \xe2\x80\x9cWear your Pinche Mask\xe2\x80\x9d pero make it cute!\n\xf0\x9f\x92\x96\nDM to order\n\xf0\x9f\x96\xa4\n\xf0\x9f\x92\x96\n\xf0\x9f\x96\xa4\n\n#mspattycakemakes #mspattycake\xe2\x80\xa6 https://t.co/tQauUR0dxX',"{'hashtags': [{'text': 'mspattycakemakes', 'indices': [71, 88]}, {'text': 'mspattycake', 'indices': [89, 101]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/tQauUR0dxX', 'expanded_url': 'https://twitter.com/i/web/status/1291754603793600514', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [103, 126]}]}","{'type': 'Point', 'coordinates': [32.79887297, -96.77942276]}","32.79887297, -96.77942276]}","32.79887297, -96.77942276",32.79887297, -96.77942276
9920,2020-08-03 03:32:00,b'Game night! Phoenix is fighting! Come on Mavs! #MFFL #GAMENIGHT #NBAISBACK #NBA #DALLAS #DALLASMAVERICKS #MASKUP @\xe2\x80\xa6 https://t.co/lxc7TrsGHy',"{'hashtags': [{'text': 'MFFL', 'indices': [47, 52]}, {'text': 'GAMENIGHT', 'indices': [53, 63]}, {'text': 'NBAISBACK', 'indices': [64, 74]}, {'text': 'NBA', 'indices': [75, 79]}, {'text': 'DALLAS', 'indices': [80, 87]}, {'text': 'DALLASMAVERICKS', 'indices': [88, 104]}, {'text': 'MASKUP', 'indices': [105, 112]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/lxc7TrsGHy', 'expanded_url': 'https://twitter.com/i/web/status/1290128257472438272', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [32.9073, -96.6352]}","32.9073, -96.6352]}","32.9073, -96.6352",32.9073, -96.6352
