,created,text,entities,geo,,,X,Y
1531,2020-08-08 04:09:22,b'#funday #shelbyforest #backyardgarden #maskup #homelesslivesmatter #river #maskupmemphis #naturelovers #naturewalk\xe2\x80\xa6 https://t.co/YO0zb2H4Aa',"{'hashtags': [{'text': 'funday', 'indices': [0, 7]}, {'text': 'shelbyforest', 'indices': [8, 21]}, {'text': 'backyardgarden', 'indices': [22, 37]}, {'text': 'maskup', 'indices': [38, 45]}, {'text': 'homelesslivesmatter', 'indices': [46, 66]}, {'text': 'river', 'indices': [67, 73]}, {'text': 'maskupmemphis', 'indices': [74, 88]}, {'text': 'naturelovers', 'indices': [89, 102]}, {'text': 'naturewalk', 'indices': [103, 114]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/YO0zb2H4Aa', 'expanded_url': 'https://twitter.com/i/web/status/1291949598383042561', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [35.36771729, -90.07725762]}","35.36771729, -90.07725762]}","35.36771729, -90.07725762",35.36771729, -90.07725762
10634,2020-08-02 14:56:51,b'Representing @DeSales on top of the #smokymountains @DeSalesAlumni #maskup #clingmansdome #desales @ Clingmans Dome https://t.co/rsvtF8PUpr',"{'hashtags': [{'text': 'smokymountains', 'indices': [36, 51]}, {'text': 'maskup', 'indices': [67, 74]}, {'text': 'clingmansdome', 'indices': [75, 89]}, {'text': 'desales', 'indices': [90, 98]}], 'symbols': [], 'user_mentions': [{'screen_name': 'DeSales', 'name': 'DeSales University', 'id': 18003187, 'id_str': '18003187', 'indices': [13, 21]}, {'screen_name': 'DeSalesAlumni', 'name': 'DeSales Alumni', 'id': 21410817, 'id_str': '21410817', 'indices': [52, 66]}], 'urls': [{'url': 'https://t.co/rsvtF8PUpr', 'expanded_url': 'https://www.instagram.com/p/CDZB2M7l2eU/?igshid=1iw8y9vccelof', 'display_url': 'instagram.com/p/CDZB2M7l2eU/…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [35.5628344, -83.49861771]}","35.5628344, -83.49861771]}","35.5628344, -83.49861771",35.5628344, -83.49861771
2305,2020-08-07 18:34:46,"b'We have some safe, new Studio Four Design swag. Album release date is yet to be announced.\n.\n.\n.\n.\n#s4d\xe2\x80\xa6 https://t.co/q4ObSrOnL3'","{'hashtags': [{'text': 's4d', 'indices': [99, 103]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/q4ObSrOnL3', 'expanded_url': 'https://twitter.com/i/web/status/1291804995147501568', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [105, 128]}]}","{'type': 'Point', 'coordinates': [35.9633899, -83.9192]}","35.9633899, -83.9192]}","35.9633899, -83.9192",35.9633899, -83.9192
2394,2020-08-07 17:30:06,"b'We have some safe, new Studio Four Design swag. Album release date is yet to be announced.\n.\n.\n.\n.\n#s4d\xe2\x80\xa6 https://t.co/XslxRQuVch'","{'hashtags': [{'text': 's4d', 'indices': [99, 103]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/XslxRQuVch', 'expanded_url': 'https://twitter.com/i/web/status/1291788723755991040', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [105, 128]}]}","{'type': 'Point', 'coordinates': [35.9633899, -83.9192]}","35.9633899, -83.9192]}","35.9633899, -83.9192",35.9633899, -83.9192
9203,2020-08-03 16:54:26,"b'Mask Up\n\n(Always Bronx proud no matter where I go, live or visit.)\n\n#Bxproud #maskup #keepsafeyall\xf0\x9f\x98\xb7 @ Occoneechee M\xe2\x80\xa6 https://t.co/Uorlh2JWol'","{'hashtags': [{'text': 'Bxproud', 'indices': [68, 76]}, {'text': 'maskup', 'indices': [77, 84]}, {'text': 'keepsafeyall', 'indices': [85, 98]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Uorlh2JWol', 'expanded_url': 'https://twitter.com/i/web/status/1290330195854077953', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [36.062004, -79.12090483]}","36.062004, -79.12090483]}","36.062004, -79.12090483",36.062004, -79.12090483
2860,2020-08-07 12:22:15,b'Early Moves \xf0\x9f\x9b\xab When The Family Calls #AlwaysReppin #Toledope #St.Louis #MidwestMonster #FamilyTies #2020 #MaskUp @ M\xe2\x80\xa6 https://t.co/mJQezt5lK4',"{'hashtags': [{'text': 'AlwaysReppin', 'indices': [36, 49]}, {'text': 'Toledope', 'indices': [50, 59]}, {'text': 'St', 'indices': [60, 63]}, {'text': 'MidwestMonster', 'indices': [70, 85]}, {'text': 'FamilyTies', 'indices': [86, 97]}, {'text': 'MaskUp', 'indices': [104, 111]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/mJQezt5lK4', 'expanded_url': 'https://twitter.com/i/web/status/1291711250200551425', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [36.08512231, -115.15098768]}","36.08512231, -115.15098768]}","36.08512231, -115.15098768",36.08512231, -115.15098768
8860,2020-08-03 20:16:13,b'Good to see an old buddy from my Vegas years stop by last night\xe2\x80\x99s show. steveraimundez #maskup #oldfriend\xe2\x80\xa6 https://t.co/xIHVKLDfFg',"{'hashtags': [{'text': 'maskup', 'indices': [87, 94]}, {'text': 'oldfriend', 'indices': [95, 105]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/xIHVKLDfFg', 'expanded_url': 'https://twitter.com/i/web/status/1290380976653303816', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]}","{'type': 'Point', 'coordinates': [36.16460294, -86.77890746]}","36.16460294, -86.77890746]}","36.16460294, -86.77890746",36.16460294, -86.77890746
5829,2020-08-05 17:11:21,"b'New single comes out Saturday!! #getthatfeeling #vanlife #stayhome #maskup #gettested @ Nashville, Tennessee https://t.co/t7OIOFdXZn'","{'hashtags': [{'text': 'getthatfeeling', 'indices': [32, 47]}, {'text': 'vanlife', 'indices': [48, 56]}, {'text': 'stayhome', 'indices': [57, 66]}, {'text': 'maskup', 'indices': [67, 74]}, {'text': 'gettested', 'indices': [75, 85]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/t7OIOFdXZn', 'expanded_url': 'https://www.instagram.com/p/CDg_O_MBKDP/?igshid=1pknh7fj8jaww', 'display_url': 'instagram.com/p/CDg_O_MBKDP/…', 'indices': [109, 132]}]}","{'type': 'Point', 'coordinates': [36.1651, -86.7837]}","36.1651, -86.7837]}","36.1651, -86.7837",36.1651, -86.7837
11427,2020-08-01 19:54:19,b'Love him! #maskup #bagelcafe #livinlasvegas #marvel #mineallmine @ The Bagel Cafe https://t.co/dMpJXGuPxf',"{'hashtags': [{'text': 'maskup', 'indices': [10, 17]}, {'text': 'bagelcafe', 'indices': [18, 28]}, {'text': 'livinlasvegas', 'indices': [29, 43]}, {'text': 'marvel', 'indices': [44, 51]}, {'text': 'mineallmine', 'indices': [52, 64]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/dMpJXGuPxf', 'expanded_url': 'https://www.instagram.com/p/CDW_F4zpiSF/?igshid=t73gsptuk7sd', 'display_url': 'instagram.com/p/CDW_F4zpiSF/…', 'indices': [82, 105]}]}","{'type': 'Point', 'coordinates': [36.17607, -115.26028]}","36.17607, -115.26028]}","36.17607, -115.26028",36.17607, -115.26028
8657,2020-08-03 22:09:36,b'Still waiting on the punch line...\n.\n#mask #masks #maskup #maskedup #maskmaker #maskart #maskartist #onimask\xe2\x80\xa6 https://t.co/tvNRRhMTX6',"{'hashtags': [{'text': 'mask', 'indices': [37, 42]}, {'text': 'masks', 'indices': [43, 49]}, {'text': 'maskup', 'indices': [50, 57]}, {'text': 'maskedup', 'indices': [58, 67]}, {'text': 'maskmaker', 'indices': [68, 78]}, {'text': 'maskart', 'indices': [79, 87]}, {'text': 'maskartist', 'indices': [88, 99]}, {'text': 'onimask', 'indices': [100, 108]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/tvNRRhMTX6', 'expanded_url': 'https://twitter.com/i/web/status/1290409508272054273', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [110, 133]}]}","{'type': 'Point', 'coordinates': [36.3354, -82.3728]}","36.3354, -82.3728]}","36.3354, -82.3728",36.3354, -82.3728
3451,2020-08-07 00:08:04,b'My heroes wear masks. Be a hero. I updated this illustration a little bit. #maskup #covid19 #coronavirus #mask\xe2\x80\xa6 https://t.co/jy8NslcrIW',"{'hashtags': [{'text': 'maskup', 'indices': [75, 82]}, {'text': 'covid19', 'indices': [83, 91]}, {'text': 'coronavirus', 'indices': [92, 104]}, {'text': 'mask', 'indices': [105, 110]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jy8NslcrIW', 'expanded_url': 'https://twitter.com/i/web/status/1291526488311902208', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]}","{'type': 'Point', 'coordinates': [36.33638889, -96.80138889]}","36.33638889, -96.80138889]}","36.33638889, -96.80138889",36.33638889, -96.80138889
1842,2020-08-07 23:23:55,"b'I enjoy getting love notes from our mail lady \xf0\x9f\x98\x8d #maskup #maskmaker #usps #mailcarrier @ Gilroy, California https://t.co/RMIPP5QllD'","{'hashtags': [{'text': 'maskup', 'indices': [48, 55]}, {'text': 'maskmaker', 'indices': [56, 66]}, {'text': 'usps', 'indices': [67, 72]}, {'text': 'mailcarrier', 'indices': [73, 85]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/RMIPP5QllD', 'expanded_url': 'https://www.instagram.com/p/CDmz2kiAeO2/?igshid=p97r5f75frtd', 'display_url': 'instagram.com/p/CDmz2kiAeO2/…', 'indices': [107, 130]}]}","{'type': 'Point', 'coordinates': [37.0017, -121.5607]}","37.0017, -121.5607]}","37.0017, -121.5607",37.0017, -121.5607
8178,2020-08-04 05:17:23,b'#mask4mask #dragbrunch #transisbeautiful #sisterselfie \xe2\x9d\xa4\xef\xb8\x8f @jakiesj  @jenwarner2012 pourgirlshampton #maskup @ Pour\xe2\x80\xa6 https://t.co/pMMlAb91Mp',"{'hashtags': [{'text': 'mask4mask', 'indices': [0, 10]}, {'text': 'dragbrunch', 'indices': [11, 22]}, {'text': 'transisbeautiful', 'indices': [23, 40]}, {'text': 'sisterselfie', 'indices': [41, 54]}, {'text': 'maskup', 'indices': [100, 107]}], 'symbols': [], 'user_mentions': [{'screen_name': 'JakieSj', 'name': 'Jakie', 'id': 284453564, 'id_str': '284453564', 'indices': [58, 66]}, {'screen_name': 'jenwarner2012', 'name': 'Jennifer Warner 3000', 'id': 556033862, 'id_str': '556033862', 'indices': [68, 82]}], 'urls': [{'url': 'https://t.co/pMMlAb91Mp', 'expanded_url': 'https://twitter.com/i/web/status/1290517163858702338', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [37.02590638, -76.34365836]}","37.02590638, -76.34365836]}","37.02590638, -76.34365836",37.02590638, -76.34365836
10132,2020-08-02 23:16:55,b'Baby\xe2\x80\x99s 2nd time at church (1st time was at little grannies home going). She loved it! It was definitely different b\xe2\x80\xa6 https://t.co/NSnk2FQ3zG',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/NSnk2FQ3zG', 'expanded_url': 'https://twitter.com/i/web/status/1290064062181773312', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [37.24360645, -93.26963989]}","37.24360645, -93.26963989]}","37.24360645, -93.26963989",37.24360645, -93.26963989
11146,2020-08-02 01:15:17,b'Tum Tum #ninjafoodi #ninja #maskup #maltipoosofinstagram #dogsofinstagram #sanjosecalifornia @ Downtown San Jose https://t.co/Pb2JXWyQEC',"{'hashtags': [{'text': 'ninjafoodi', 'indices': [8, 19]}, {'text': 'ninja', 'indices': [20, 26]}, {'text': 'maskup', 'indices': [27, 34]}, {'text': 'maltipoosofinstagram', 'indices': [35, 56]}, {'text': 'dogsofinstagram', 'indices': [57, 73]}, {'text': 'sanjosecalifornia', 'indices': [74, 92]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Pb2JXWyQEC', 'expanded_url': 'https://www.instagram.com/p/CDXj06jBMn_/?igshid=27bd3sicqx4k', 'display_url': 'instagram.com/p/CDXj06jBMn_/…', 'indices': [113, 136]}]}","{'type': 'Point', 'coordinates': [37.344863, -121.891276]}","37.344863, -121.891276]}","37.344863, -121.891276",37.344863, -121.891276
2303,2020-08-07 18:36:44,"b'Have a beautiful weekend, beautiful humans and #maskup be safe and wash your hands. What are your weekend plans? Dr\xe2\x80\xa6 https://t.co/DqsLbkMjk9'","{'hashtags': [{'text': 'maskup', 'indices': [47, 54]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DqsLbkMjk9', 'expanded_url': 'https://twitter.com/i/web/status/1291805490477965314', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [37.6213129, -122.3789554]}","37.6213129, -122.3789554]}","37.6213129, -122.3789554",37.6213129, -122.3789554
2213,2020-08-07 19:16:55,"b'Make your Saturday plans with a shopping trip to Sister Moses! Saturday Only: buy 5 masks, get 1 FREE! New styles h\xe2\x80\xa6 https://t.co/AbrU3fsEaY'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/AbrU3fsEaY', 'expanded_url': 'https://twitter.com/i/web/status/1291815602630414339', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [37.7371897, -97.24632203]}","37.7371897, -97.24632203]}","37.7371897, -97.24632203",37.7371897, -97.24632203
6591,2020-08-05 05:23:49,"b'Someone asked if I would still eat/shop here... not sure where this was taken, but yes I would... 100% \n\n#Mask\xe2\x80\xa6 https://t.co/Xn3L7ny8fp'","{'hashtags': [{'text': 'Mask', 'indices': [105, 110]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Xn3L7ny8fp', 'expanded_url': 'https://twitter.com/i/web/status/1290881170087882753', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]}","{'type': 'Point', 'coordinates': [37.7819, -90.4221]}","37.7819, -90.4221]}","37.7819, -90.4221",37.7819, -90.4221
1949,2020-08-07 22:12:49,b'Re-Rack bow tie + Re-Rack mask \xe2\x9c\x94\xef\xb8\x8f\xe2\x9c\x94\xef\xb8\x8fhttps://t.co/svMgWXXG2Q #BowTieFriday #tgif #bowties #masks #cottonmasks\xe2\x80\xa6 https://t.co/PUUm1TtwgK',"{'hashtags': [{'text': 'BowTieFriday', 'indices': [59, 72]}, {'text': 'tgif', 'indices': [73, 78]}, {'text': 'bowties', 'indices': [79, 87]}, {'text': 'masks', 'indices': [88, 94]}, {'text': 'cottonmasks', 'indices': [95, 107]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/svMgWXXG2Q', 'expanded_url': 'http://Lazyjackpress.com', 'display_url': 'Lazyjackpress.com', 'indices': [35, 58]}, {'url': 'https://t.co/PUUm1TtwgK', 'expanded_url': 'https://twitter.com/i/web/status/1291859869214138370', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [109, 132]}]}","{'type': 'Point', 'coordinates': [37.8899, -122.466]}","37.8899, -122.466]}","37.8899, -122.466",37.8899, -122.466
5046,2020-08-06 02:18:16,b'When local delivery can also double as eating at your favorite local restaurant \xf0\x9f\x92\x83\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8c https://t.co/ieAturYJOB\xe2\x80\xa6 https://t.co/9lnsxbDU2u',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ieAturYJOB', 'expanded_url': 'http://lazyjackpress.com', 'display_url': 'lazyjackpress.com', 'indices': [84, 107]}, {'url': 'https://t.co/9lnsxbDU2u', 'expanded_url': 'https://twitter.com/i/web/status/1291196863266398208', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [109, 132]}]}","{'type': 'Point', 'coordinates': [37.8899, -122.466]}","37.8899, -122.466]}","37.8899, -122.466",37.8899, -122.466
7429,2020-08-04 17:24:17,b'New masks are here + some are almost gone! https://t.co/svMgWXXG2Q #masks #maskup #cottonmasks #madeinitaly #fun\xe2\x80\xa6 https://t.co/3muEDxCVbV',"{'hashtags': [{'text': 'masks', 'indices': [67, 73]}, {'text': 'maskup', 'indices': [74, 81]}, {'text': 'cottonmasks', 'indices': [82, 94]}, {'text': 'madeinitaly', 'indices': [95, 107]}, {'text': 'fun', 'indices': [108, 112]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/svMgWXXG2Q', 'expanded_url': 'http://Lazyjackpress.com', 'display_url': 'Lazyjackpress.com', 'indices': [43, 66]}, {'url': 'https://t.co/3muEDxCVbV', 'expanded_url': 'https://twitter.com/i/web/status/1290700094564696064', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}","{'type': 'Point', 'coordinates': [37.8899, -122.466]}","37.8899, -122.466]}","37.8899, -122.466",37.8899, -122.466
7624,2020-08-04 15:32:45,"b""New masks are in \xe2\x80\x93 can't decide which new one is my favorite! https://t.co/svMgWXXG2Q #cottonmasks #facemasks\xe2\x80\xa6 https://t.co/dJEVKCprgk""","{'hashtags': [{'text': 'cottonmasks', 'indices': [86, 98]}, {'text': 'facemasks', 'indices': [99, 109]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/svMgWXXG2Q', 'expanded_url': 'http://Lazyjackpress.com', 'display_url': 'Lazyjackpress.com', 'indices': [62, 85]}, {'url': 'https://t.co/dJEVKCprgk', 'expanded_url': 'https://twitter.com/i/web/status/1290672026814947329', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [111, 134]}]}","{'type': 'Point', 'coordinates': [37.8899, -122.466]}","37.8899, -122.466]}","37.8899, -122.466",37.8899, -122.466
8217,2020-08-04 04:08:26,"b""On the sunny coast. #maskup @ Nick's Cove, California https://t.co/RdhfqKaPa6""","{'hashtags': [{'text': 'maskup', 'indices': [20, 27]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/RdhfqKaPa6', 'expanded_url': 'https://www.instagram.com/p/CDdBOzKgdQf/?igshid=1oi229cuzedwn', 'display_url': 'instagram.com/p/CDdBOzKgdQf/…', 'indices': [54, 77]}]}","{'type': 'Point', 'coordinates': [38.19972222, -122.92111111]}","38.19972222, -122.92111111]}","38.19972222, -122.92111111",38.19972222, -122.92111111
8952,2020-08-03 19:05:57,b'Mask Up! \nPlease be considerate of your neighbors + wear a mask while you move about in the building! #maskup @ Sie\xe2\x80\xa6 https://t.co/7XMrlyPErO',"{'hashtags': [{'text': 'maskup', 'indices': [102, 109]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7XMrlyPErO', 'expanded_url': 'https://twitter.com/i/web/status/1290363294394482688', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [38.86384, -77.08262]}","38.86384, -77.08262]}","38.86384, -77.08262",38.86384, -77.08262
2565,2020-08-07 15:15:16,"b'The Best &amp; Worst #FaceMasks For #COVID-19, Ranked by Their Level of Protection\xe2\x80\xa6\n\nhttps://t.co/gauyUlIMPW #COVID19\xe2\x80\xa6 https://t.co/ABLgO7w9RF'","{'hashtags': [{'text': 'FaceMasks', 'indices': [21, 31]}, {'text': 'COVID', 'indices': [36, 42]}, {'text': 'COVID19', 'indices': [109, 117]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gauyUlIMPW', 'expanded_url': 'https://search.app.goo.gl/TCtPiqc', 'display_url': 'search.app.goo.gl/TCtPiqc', 'indices': [85, 108]}, {'url': 'https://t.co/ABLgO7w9RF', 'expanded_url': 'https://twitter.com/i/web/status/1291754792193228802', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [119, 142]}]}","{'type': 'Point', 'coordinates': [38.9394792, -77.0253167]}","38.9394792, -77.0253167]}","38.9394792, -77.0253167",38.9394792, -77.0253167
2949,2020-08-07 11:15:11,"b'BREAKING NEW RESEARCH CONFIRMS electric cookers are an easy, efficient, and safe way to sanitize #N95 #Masks, exten\xe2\x80\xa6 https://t.co/XvalkfI2S0'","{'hashtags': [{'text': 'N95', 'indices': [97, 101]}, {'text': 'Masks', 'indices': [102, 108]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/XvalkfI2S0', 'expanded_url': 'https://twitter.com/i/web/status/1291694373550411776', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [38.939481, -77.0253047]}","38.939481, -77.0253047]}","38.939481, -77.0253047",38.939481, -77.0253047
460,2020-08-09 00:45:03,"b""Kansas Health Secretary: \n\n\xe2\x80\x9cWhat we've seen through this is that in the counties with no mask mandate there's no de\xe2\x80\xa6 https://t.co/yBO1pz8L1z""","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/yBO1pz8L1z', 'expanded_url': 'https://twitter.com/i/web/status/1292260569085616128', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [38.9394887, -77.0253036]}","38.9394887, -77.0253036]}","38.9394887, -77.0253036",38.9394887, -77.0253036
539,2020-08-08 23:13:12,b'Keeping everyone safe Teagan puts a mask on her stuffed animal wolf at @greatwolflodge in #coloradosprings #mask\xe2\x80\xa6 https://t.co/au8kLsC07h',"{'hashtags': [{'text': 'coloradosprings', 'indices': [90, 106]}, {'text': 'mask', 'indices': [107, 112]}], 'symbols': [], 'user_mentions': [{'screen_name': 'GreatWolfLodge', 'name': 'Great Wolf Lodge', 'id': 17220785, 'id_str': '17220785', 'indices': [71, 86]}], 'urls': [{'url': 'https://t.co/au8kLsC07h', 'expanded_url': 'https://twitter.com/i/web/status/1292237453059923969', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}","{'type': 'Point', 'coordinates': [38.9906, -104.861]}","38.9906, -104.861]}","38.9906, -104.861",38.9906, -104.861
8650,2020-08-03 22:18:20,b'FINALLY got my @megadeth mask and puzzle. \xf0\x9f\xa4\x98\xf0\x9f\x98\xb7\xf0\x9f\xa4\x98\n\n#adulting #maskup #mask #masked #stayingsafe #metal #megadeth\xe2\x80\xa6 https://t.co/I23VeDYnbo',"{'hashtags': [{'text': 'adulting', 'indices': [47, 56]}, {'text': 'maskup', 'indices': [57, 64]}, {'text': 'mask', 'indices': [65, 70]}, {'text': 'masked', 'indices': [71, 78]}, {'text': 'stayingsafe', 'indices': [79, 91]}, {'text': 'metal', 'indices': [92, 98]}, {'text': 'megadeth', 'indices': [99, 108]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Megadeth', 'name': 'Megadeth', 'id': 21163600, 'id_str': '21163600', 'indices': [15, 24]}], 'urls': [{'url': 'https://t.co/I23VeDYnbo', 'expanded_url': 'https://twitter.com/i/web/status/1290411706041225216', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [110, 133]}]}","{'type': 'Point', 'coordinates': [39.0658, -84.7011]}","39.0658, -84.7011]}","39.0658, -84.7011",39.0658, -84.7011
4681,2020-08-06 11:25:40,"b'No matter how grownup you sometimes think you are, Dad still worries! #deadhead #deadheadforlife #dadsworry #maskup\xe2\x80\xa6 https://t.co/ev7ZBut6Wl'","{'hashtags': [{'text': 'deadhead', 'indices': [70, 79]}, {'text': 'deadheadforlife', 'indices': [80, 96]}, {'text': 'dadsworry', 'indices': [97, 107]}, {'text': 'maskup', 'indices': [108, 115]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ev7ZBut6Wl', 'expanded_url': 'https://twitter.com/i/web/status/1291334623583182849', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [39.126298, -84.474944]}","39.126298, -84.474944]}","39.126298, -84.474944",39.126298, -84.474944
3659,2020-08-06 21:56:39,b'Had a blast at the @cincinnatizoo today! #maskup #staysafe #cincinnati #fatherhood #parenthood #dadsdontbabysit @ C\xe2\x80\xa6 https://t.co/uumvexOiNr',"{'hashtags': [{'text': 'maskup', 'indices': [41, 48]}, {'text': 'staysafe', 'indices': [49, 58]}, {'text': 'cincinnati', 'indices': [59, 70]}, {'text': 'fatherhood', 'indices': [71, 82]}, {'text': 'parenthood', 'indices': [83, 94]}, {'text': 'dadsdontbabysit', 'indices': [95, 111]}], 'symbols': [], 'user_mentions': [{'screen_name': 'CincinnatiZoo', 'name': 'Cincinnati Zoo', 'id': 19040451, 'id_str': '19040451', 'indices': [19, 33]}], 'urls': [{'url': 'https://t.co/uumvexOiNr', 'expanded_url': 'https://twitter.com/i/web/status/1291493412584198145', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [39.14404589, -84.50865448]}","39.14404589, -84.50865448]}","39.14404589, -84.50865448",39.14404589, -84.50865448
8375,2020-08-04 01:27:32,b'We had a marvelous time under the trees at Whitecaps and these fine folks took care of us #tahoelife #maskup @ Whit\xe2\x80\xa6 https://t.co/nBYrEK0p8v',"{'hashtags': [{'text': 'tahoelife', 'indices': [90, 100]}, {'text': 'maskup', 'indices': [101, 108]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/nBYrEK0p8v', 'expanded_url': 'https://twitter.com/i/web/status/1290459321197826048', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [39.23733, -120.02708]}","39.23733, -120.02708]}","39.23733, -120.02708",39.23733, -120.02708
4249,2020-08-06 16:25:23,"b'First time on the boardwalk since January. Lots of people, not many masks and too many people not conscious of what\xe2\x80\xa6 https://t.co/cpE30b4A2a'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cpE30b4A2a', 'expanded_url': 'https://twitter.com/i/web/status/1291410050179891203', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [39.2654, -74.5938]}","39.2654, -74.5938]}","39.2654, -74.5938",39.2654, -74.5938
10281,2020-08-02 20:24:24,b'Today was a #mask making day. Kinda got it down to a science now. #wearadamnmask #maskup #wearamaskindiana\xe2\x80\xa6 https://t.co/gc9Nxybu67',"{'hashtags': [{'text': 'mask', 'indices': [12, 17]}, {'text': 'wearadamnmask', 'indices': [66, 80]}, {'text': 'maskup', 'indices': [81, 88]}, {'text': 'wearamaskindiana', 'indices': [89, 106]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gc9Nxybu67', 'expanded_url': 'https://twitter.com/i/web/status/1290020648853504001', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]}","{'type': 'Point', 'coordinates': [39.4799, -86.0543]}","39.4799, -86.0543]}","39.4799, -86.0543",39.4799, -86.0543
1012,2020-08-08 16:22:26,b'Join us on August 22 for another fun day of 3v3!! Grab your teammates and friends and come play! Link in bio to reg\xe2\x80\xa6 https://t.co/YmKPHg8WDM',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/YmKPHg8WDM', 'expanded_url': 'https://twitter.com/i/web/status/1292134082353049601', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [39.58241429, -104.84215155]}","39.58241429, -104.84215155]}","39.58241429, -104.84215155",39.58241429, -104.84215155
